sead-result,title,sead-details,veritas-tag,sender
This message looks secure,Reminder - $1 SET Evaluations close this Sunday,No Record in Sent items\nquality@set.auckland.ac.nz is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (quality@set.auckland.ac.nz),e.veritas:Legitimate,Academic Quality Office <quality@set.auckland.ac.nz>
This message looks secure,COMPSCI 720: Presentation 36: Please watch in your own time and ask questions on Piazza: COMPSCI 72,No Record in Sent items\nnotifications@instructure.com is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (notifications @instructure.com),e.veritas:Legitimate,COMPSCI 720: Advanced Design and Analysis of Algorithms <notifications@
This message looks secure,[Instr Note] Presentation 37:Finding Two Edge-Disjoint Paths with Length Constraints,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
Be Careful with this message,Check out your new badge! You've earned it!,No Record in Sent items\ninfo@send.grammarly.com is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (info@send.grammarly.com)\nSuspicious Spam Messages\nThe reply address is strange. ( reply-\nfe891072706d017471-48964_HTML-\n813318449-6424583-\n22911@send.grammarly.com). It looks\nSuspicious phishing\nSome phrases used in phishing emails\nare inclided,e.veritas:Legitimate,Grammarly Insights <info@send.grammarly.com>
Be Careful with this message,Upcoming online exam in Inspera: COMPSCI 727: Cryptographic Management,No Record in Sent items\nnotifications@instructure.com is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (notifications @instructure.com)\nSuspicious Phishing Email\nThe creation date of the link\n(@auckland.inspera.com) is not found in\nreputation Database.,e.veritas:Legitimate,COMPSCI 727: Cryptographic Management <notifications@instructure.com>
This message looks secure,[Instr Note] Presentation 31: Minimum Common String Partition: Exact Algorithms,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 33: Fixed-parameter tractable algorithms for Tracking Shortest Paths,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 31: Minimum Common String Partition: Exact Algorithms,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 31: Minimum Common String Partition: Exact Algorithms,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 31: Minimum Common String Partition: Exact Algorithms,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,Report,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 727 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 31: Minimum Common String Partition: Exact Algorithms,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
Be Careful with this message,Re: [cs-grad] ANZAC4,No Record in Sent items\nmiao.qiao@auckland.ac.nz is not recorded\nin the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (miao.qiao@auckland.ac.nz)\nUndefined Category Domain\n@list.science.auckland.ac.nz is a unkown\ndomain among security companies.,e.veritas:Legitimate,cs-grad-request@list.science.auckland.ac.nz on behalf of Miao Qiao <miao.c
This message looks secure,Reminder ?€? $1 SET evaluations close next Sunday,No Record in Sent items\nquality@set.auckland.ac.nz is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (quality@set.auckland.ac.nz),e.veritas:Legitimate,Academic Quality Office <quality@set.auckland.ac.nz>
This message looks secure,[Instr Note] Presentation 31: Minimum Common String Partition: Exact Algorithms,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
Be Careful with this message,[cs-grad] Gibbons Memorial lecture: : ChatGPT and the Road to Artificial General Intelligence?,No Record in Sent items\nk.maltseva@auckland.ac.nz is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (k.maltseva@auckland.ac.nz)\nUndefined Category Domain\n@list.science.auckland.ac.nz is a unkown\ndomain among security companies.,e.veritas:Legitimate,cs-grad-request@list.science.auckland.ac.nz on behalf of Karren Maltseva <k
This message looks secure,A3 - Referencing Style,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 727 on Piazza <no-reply@piazza.com>
Be Careful with this message,[cs-grad] ANZAC4,No Record in Sent items\nmiao.qiao@auckland.ac.nz is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (miao.qiao@auckland.ac.nz)\nUndefined Category Domain\n@list.science.auckland.ac.nz is a unkown\ndomain among security companies.\nSuspicious Phishing Email\nThe creation date of the link\n(@Menncontect<. orn) ic not found in,e.veritas:Legitimate,cs-grad-request@list.science.auckland.ac.nz on behalf of Miao Qiao <miao.c
This message looks secure,[Instr Note] Presentation 29: An FPT-Algorithm for Longest Common Subsequence Parameterized by the,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,Re: Research opportunity enquiry for COMPSCI 791,No Record in Sent items\ng.russello@auckland.ac.nz is not recorded\nin the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (g.russello@auckland.ac.nz),e.veritas:Legitimate,Giovanni Russello <g.russello@auckland.ac.nz>
This message looks secure,Re: Research opportunity enquiry for COMPSCI 791,No Record in Sent items\ng.russello@auckland.ac.nz is not recorded\nin the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (g.russello@auckland.ac.nz),e.veritas:Legitimate,Giovanni Russello <g.russello@auckland.ac.nz>
This message looks secure,Invitation to complete a survey about the DELNA Diagnosis,No Record in Sent items\nrachel.rogan@auckland.ac.nz is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (rachel.rogan@auckland.ac.nz),e.veritas:Legitimate,Rachel Rogan <rachel.rogan@auckland.ac.nz>
This message looks secure,Exam,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 727 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 25: Fixed-Parameter Algorithms for Graph Constraint Logic,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
Be Careful with this message,Whoa! You had an epic week!,No Record in Sent items\ninfo@send.grammarly.com is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (info@send.grammarly.com)\nSuspicious Spam Messages\nThe reply address is strange. ( reply-\nfe8b1072706d007e7c-48964_HTML-\n813318449-6424583-\n37016@send.grammarly.com). It looks like,e.veritas:Legitimate,Grammarly Insights <info@send.grammarly.com>
This message looks secure,[Instr Note] Presentation 20: Parameterized algorithms for Eccentricity Shortest Path Problem,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 20: Parameterized algorithms for Eccentricity Shortest Path Problem,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 20: Parameterized algorithms for Eccentricity Shortest Path Problem,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,Presentation slides: COMPSCI 727: Cryptographic Management,No Record in Sent items\nnotifications@instructure.com is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (notifications @instructure.com),e.veritas:Legitimate,COMPSCI 727: Cryptographic Management <notifications@instructure.com>
This message looks secure,[Instr Note] Presentation 21: Max-Min k-Dispersion on a Convex Polygon,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,Re: Research opportunity enquiry for COMPSCI 791,No Record in Sent items\ng.russello@auckland.ac.nz is not recorded\nin the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (g.russello@auckland.ac.nz),e.veritas:Legitimate,Giovanni Russello <g.russello@auckland.ac.nz>
This message looks secure,S1 SET Evaluations are now open,No Record in Sent items\nquality@set.auckland.ac.nz is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (quality@set.auckland.ac.nz),e.veritas:Phishing,Academic Quality Office <quality@set.auckland.ac.nz>
This message looks secure,Monday Presentation session online: COMPSCI 727: Cryptographic Management,No Record in Sent items\nnotifications@instructure.com is not\nrecorded in the recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (notifications @instructure.com),e.veritas:Legitimate,COMPSCI 727: Cryptographic Management <notifications@instructure.com>
This message looks secure,[Instr Note] Presentation 20: Parameterized algorithms for Eccentricity Shortest Path Problem,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 20: Parameterized algorithms for Eccentricity Shortest Path Problem,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,Re: Presentation - chenhongjian - talk 31- May.25,No Record in Sent items\ns.linz@auckland.ac.nz is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (s.linz@auckland.ac.nz),e.veritas:Legitimate,Simone Linz <s.linz@auckland.ac.nz>
This message looks secure,[Instr Note] Presentation 20: Parameterized algorithms for Eccentricity Shortest Path Problem,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,A3 report format requirements,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 727 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 20: Parameterized algorithms for Eccentricity Shortest Path Problem,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
This message looks secure,[Instr Note] Presentation 20: Parameterized algorithms for Eccentricity Shortest Path Problem,No Record in Sent items\nno-reply@piazza.com is not recorded in\nthe recently sent mailbox.\nExternal Sender\nThis email is sent from outside of\ncompany. (no-reply@piazza.com),e.veritas:Legitimate,COMPSCI 720 on Piazza <no-reply@piazza.com>
